Name_Surname,Integrity_Score,Integrity_Reason,Fraction_2019,Committee_Short,Incumbency,Party_Switcher,Region_Origin,From_Center,Gender_Male,Birth_Year,Education_Dummy,Career_Origin,List_Member,Status,Integrity_URL,is_System,is_Business,is_Civil Society,is_Media,is_Military,Career_Complexity,Career_Multi,Age_at_Election,Age_Squared,Political_Experience,Age_Outlier,Macro_Region,From_Occupied,is_Kyiv_Origin
Олександр Куницький,2,"Subject of NAZK protocols regarding conflict of interest related to AutoEnterprise lobbying; numerous media investigations (Bihus.info, Schemes) concerning the use of his deputy mandate for personal business interests and dual citizenship controversies.",Servant of the People,Law Enforcement,0,0,Kharkiv,1,1,1983,0,"Media, Business",0,Active,AI_Verified,0,1,0,1,0,2,1,36,1296,0,0,East,0,0
Юрій Арістов,3,"In July 2023, he was charged by the SBU and NABU with official forgery (Article 366 of the Criminal Code) for falsifying travel documents to vacation in the Maldives during martial law, leading to his resignation.",Servant of the People,Budget,0,0,Kyiv,1,1,1975,0,Business,1,Terminated,AI_Verified,0,1,0,0,0,1,0,44,1936,0,0,Center,0,1
Олег Марусяк,1,Involved in the 2019 Finance Committee corruption scandal regarding 'electronic platforms' and alleged bribery; underwent a polygraph test amid media investigations.,Servant of the People,Finance,0,0,Ivano-Frankivsk,1,1,1968,0,Business,1,Active,AI_Verified,0,1,0,0,0,1,0,51,2601,0,0,West,0,0
Дар'я Володіна,1,Subject of media scrutiny and internal party polygraph tests in 2019 regarding alleged corruption in the Finance Committee related to electronic valuation platforms.,Servant of the People,Finance,0,0,Kropyvnytskyi,1,0,1991,1,Media,1,Active,AI_Verified,0,0,0,1,0,1,0,28,784,0,0,Center,0,0
Мар'ян Заблоцький,1,"Frequently flagged by anti-corruption watchdogs (Chesno) for legislative lobbying, specifically for the tobacco industry and agrarian interests, though he has no formal criminal convictions or VAKS cases.",Servant of the People,Finance,0,0,Lviv,1,1,1985,1,"Business, Civil Society",1,Active,AI_Verified,0,1,1,0,0,2,1,34,1156,0,0,West,0,0
Павло Якименко,1,"Media reports and investigative projects (like Chesno and various journalists) have highlighted his business links in the gas sector and potential conflicts of interest, though no formal criminal pidozra or VAKS verdict exists.",Servant of the People,Eco,0,0,Kharkiv,1,1,1989,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,30,900,0,0,East,0,0
Дмитро Припутень,0,"No major corruption-related criminal proceedings, NABU/SAP suspicions, or prominent investigative journalism cases (Bihus/Schemes) regarding unexplained wealth or conflict of interest were identified.",Servant of the People,Finance,0,0,Dnipro,1,1,1986,1,"Business, System",1,Active,AI_Verified,1,1,0,0,0,2,1,33,1089,0,0,East,0,0
Василь Мокан,0,"No recorded criminal cases, NABU pidozras, or significant corruption investigations by investigative media like Bihus or Schemes.",Servant of the People,Humanitarian,0,0,Kyiv,0,1,1985,1,"Business, Civil Society",1,Active,AI_Verified,0,1,1,0,0,2,1,34,1156,0,0,Center,0,1
Вадим Рабінович,3,Rabinovych was served a notice of suspicion (pidozra) for high treason by the State Bureau of Investigation (SBI) and is subject to an international arrest warrant. His mandate was terminated after he was stripped of Ukrainian citizenship.,Opposition Platform — For Life,Humanitarian,1,1,Kharkiv,1,1,1953,0,"Business, Media",1,Terminated,AI_Verified,0,1,0,1,0,2,1,66,4356,66,1,East,0,0
Юрій Бойко,1,"Subject of the high-profile 'Boyko Towers' corruption investigation by media outlets like Schemes and Bihus.Info regarding offshore gas rig procurement, though he has avoided a formal VAKS verdict.",Opposition Platform — For Life,Energy,1,1,Donetsk,0,1,1958,1,"System, Business",1,Active,AI_Verified,1,1,0,0,0,2,1,61,3721,61,0,East,1,0
Олена Вінтоняк,0,"No documented criminal cases, NAZK corruption protocols, or major investigative journalism reports regarding corruption or illicit enrichment.",Servant of the People,Social,0,0,Ivano-Frankivsk,0,0,1979,1,Business,1,Active,AI_Verified,0,1,0,0,0,1,0,40,1600,0,0,West,0,0
Наталія Королевська,2,"In 2023, NABU and SAP notified Korolevska of suspicion (pidozra) for failing to declare a land plot and house in Russia, as well as land in the Kyiv region.",Opposition Platform — For Life,Social,1,1,Luhansk,0,0,1975,1,"Business, System",1,Terminated,AI_Verified,1,1,0,0,0,2,1,44,1936,44,0,East,1,0
Сергій Іонушас,0,"No active VAKS criminal proceedings, NABU suspicions, or confirmed investigations regarding illicit enrichment have been documented in public anti-corruption registries.",Servant of the People,Law Enforcement,0,0,Kyiv,1,1,1979,1,Business,1,Active,AI_Verified,0,1,0,0,0,1,0,40,1600,0,0,Center,0,1
Віктор Медведчук,3,"Charged with high treason and financing terrorism in multiple criminal proceedings (VAKS/SBU); arrested, held in SIZO, and subsequently exchanged to Russia in 2022.",Opposition Platform — For Life,Humanitarian,1,1,Kyiv,1,1,1954,1,"System, Business",1,Terminated,AI_Verified,1,1,0,0,0,2,1,65,4225,65,0,Center,0,1
Тарас Козак,3,"Charged with high treason, under sanctions from Ukraine and the US, warrant issued by the SBU and VAKS, and assets seized.",Opposition Platform — For Life,Finance,1,1,Lviv,0,1,1972,1,"System, Business",1,Terminated,AI_Verified,1,1,0,0,0,2,1,47,2209,47,0,West,0,0
Вадим Столар,2,Subject of multiple SBU and NABU investigations; SBU conducted searches in February 2023 related to money laundering and terrorism financing; frequent subject of media investigations by Bihus.info and Schemes regarding illegal construction and undeclared assets.,Opposition Platform — For Life,Agrarian,1,1,Kyiv,1,1,1982,1,Business,1,Active,AI_Verified,0,1,0,0,0,1,0,37,1369,37,0,Center,0,1
Василь Німченко,1,Identified by NAZK for declaration inaccuracies; involved in the 2020 Constitutional Court crisis which media/civil society classified as a conflict of interest/political corruption.,Opposition Platform — For Life,Legal Policy,1,1,Kyiv,0,1,1950,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,69,4761,69,1,Center,0,1
Юлій Іоффе,1,Multiple media investigations by Bihus.info and Chesno regarding conflicts of interest in the energy sector and failure to declare certain assets.,Opposition Platform — For Life,Energy,1,1,Luhansk,1,1,1940,0,System,1,Active,AI_Verified,1,0,0,0,0,1,0,79,6241,79,1,East,1,0
Михайло Папієв,1,Designated as a figure in corruption investigations by CHESNO; multiple reports of administrative resource abuse during his tenure as governor and frequent voting irregularities (button-pushing).,Opposition Platform — For Life,Rules,1,1,Chernivtsi,1,1,1960,1,"System, Business",1,Active,AI_Verified,1,1,0,0,0,2,1,59,3481,59,0,West,0,0
Ігор Абрамович,1,Featured in the 'Monaco Battalion' investigation by Ukrainska Pravda for living in France during the war and linked to energy sector lobbying/business schemes.,Opposition Platform — For Life,Finance,0,1,Kharkiv,1,1,1984,1,Business,1,Terminated,AI_Verified,0,1,0,0,0,1,0,35,1225,0,0,East,0,0
Олександр Копиленко,0,"No significant corruption investigations, NABU cases, or major media scandals regarding illicit enrichment identified.",Servant of the People,Human Rights,0,0,Kyiv,1,1,1961,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,58,3364,0,0,Center,0,1
Григорій Суркіс,1,Subject of numerous media investigations by Bihus.Info and Schemes regarding the 'Enerhomerezha' corruption case and the suspicious transfer of large cash sums across the border in early 2022.,Opposition Platform — For Life,Humanitarian,1,1,Kyiv,1,1,1949,1,"Business, System",1,Active,AI_Verified,1,1,0,0,0,2,1,70,4900,70,1,Center,0,1
Дмитро Ісаєнко,2,"In March 2023, NABU and SAP notified Isaienko of suspicion (pidozra) for attempting to seize a land plot of a state enterprise belonging to the Verkhovna Rada.",Opposition Platform — For Life,State Power,0,1,Kyiv,1,1,1967,0,"System, Business",1,Active,AI_Verified,1,1,0,0,0,2,1,52,2704,0,0,Center,0,1
Ігор Кісільов,1,Multiple media investigations and Chesno reports regarding his involvement in controversial land-use schemes in the Kyiv City Council and failure to declare assets (7.5 million UAH apartment identified by NAZK in 2024).,Opposition Platform — For Life,Energy,0,1,Kyiv,1,1,1984,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,35,1225,0,0,Center,0,1
Юлія Льовочкіна,1,"Multiple media investigations (Schemes, Bihus.info) regarding undeclared luxury assets, including a villa in France and land in Kozyn, though no criminal verdict or official Pidozra is finalized.",Opposition Platform — For Life,Foreign,1,0,Kyiv,1,0,1977,1,"Business, System",1,Terminated,AI_Verified,1,1,0,0,0,2,1,42,1764,42,0,Center,0,1
Юрій Загородній,1,He has been the subject of media investigations regarding party financing and his long-standing role as a top executive in Victor Medvedchuk's political structures.,Opposition Platform — For Life,Rules,1,1,Kyiv,0,1,1959,0,System,1,Active,AI_Verified,1,0,0,0,0,1,0,60,3600,60,0,Center,0,1
Олександр Колтунович,1,"Media investigations (Bihus.info, Chesno) have frequently highlighted his role in the non-transparent financial structures and funding mechanisms of Viktor Medvedchuk's 'Ukrainian Choice' and the OPZZH party.",Opposition Platform — For Life,Finance,0,1,Kyiv,0,1,1987,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,32,1024,0,0,Center,0,1
Володимир Кальцев,2,"In early 2023, NABU and SAP informed Kaltsev of a suspicion (pidozra) regarding the failure to declare assets (real estate) worth approximately 3.8 million UAH.",Opposition Platform — For Life,Agrarian,1,1,Zaporizhzhia,1,1,1966,1,"Business, System",1,Active,AI_Verified,1,1,0,0,0,2,1,53,2809,53,0,East,0,0
Юрій Павленко,1,"While no VAKS criminal verdict is active, he has been featured in media investigations regarding political accountability and asset declarations over his long career, particularly as a former minister and ombudsman.",Opposition Platform — For Life,Humanitarian,1,1,Kyiv,1,1,1975,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,44,1936,44,0,Center,0,1
Віталій Борт,1,Subject of several investigative reports by 'Schemes' regarding suspicious foreign travel during martial law and historical links to the Mezhyhirya property alienation case.,Opposition Platform — For Life,Transport,1,0,Donetsk,1,1,1972,1,"Business, System",1,Active,AI_Verified,1,1,0,0,0,2,1,47,2209,47,0,East,1,0
Наталія Приходько,1,Associated with Vadym Stolar's political influence group; cited in media investigations regarding non-transparent campaign financing and connections to Kyiv developers.,Opposition Platform — For Life,Transport,0,1,Kyiv,1,0,1981,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,38,1444,0,0,Center,0,1
Петро Павловський,0,"No major corruption investigations, NABU pidozras, or significant media scandals regarding enrichment were identified in public records.",Servant of the People,Law Enforcement,0,0,Kharkiv,1,1,1981,1,Business,1,Active,AI_Verified,0,1,0,0,0,1,0,38,1444,0,0,East,0,0
Михайло Макаренко,0,"No records of official corruption charges, NABU suspicions, or VAKS cases found in public databases like Chesno or NABU registries.",Opposition Platform — For Life,Social,0,1,Kyiv,0,1,1950,0,System,1,Active,AI_Verified,1,0,0,0,0,1,0,69,4761,0,1,Center,0,1
Олег Волошин,3,Officially charged with state treason by the SBU in 2023; subject of a criminal case and declared wanted; also sanctioned by the US (OFAC) for involvement in Russian malign influence operations.,Opposition Platform — For Life,Foreign,0,1,Kyiv,1,1,1981,1,"System, Media",1,Terminated,AI_Verified,1,0,0,1,0,2,1,38,1444,0,0,Center,0,1
Ірина Луценко,1,"Subject of media investigations regarding high-value asset declarations and lifestyle inconsistent with official income, including reports by 'Schemes' and 'Bihus.info'.",European Solidarity,Foreign,1,1,Kyiv,0,0,1966,1,Business,1,Terminated,AI_Verified,0,1,0,0,0,1,0,53,2809,53,0,Center,0,1
Ростислав Павленко,0,"No verified corruption-related criminal proceedings, VAKS cases, or major enrichment investigations found in NABU/SAP databases or reputable investigative media like Bihus.info.",European Solidarity,Humanitarian,1,0,Kyiv,1,1,1976,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,43,1849,43,0,Center,0,1
Володимир Ар'єв,1,"While he has no criminal convictions or NABU pidozra (Official), he has been the subject of media investigations (Bihus.info, Schemes) and NGO monitoring (Chesno) regarding his asset declarations, potential conflicts of interest, and political lobbying.",European Solidarity,Humanitarian,1,0,Kyiv,1,1,1975,0,Media,0,Active,AI_Verified,0,0,0,1,0,1,0,44,1936,44,0,Center,0,1
Марія Іонова,0,"No records of NABU/SAP suspicions, VAKS criminal cases, or significant corruption-related investigations were found in public databases or watchdog reports.",European Solidarity,Foreign,1,0,Kyiv,1,0,1978,1,"System, Civil Society",1,Active,AI_Verified,1,0,1,0,0,2,1,41,1681,41,0,Center,0,1
Сергій Алєксєєв,3,"In June 2023, Alieksieiev was detained by the SBU and the Prosecutor General's Office on suspicion of demanding $50,000 for legal services to avoid deportation. A court imposed a bail of 2.26 million UAH.",European Solidarity,Legal Policy,1,0,Kyiv,1,1,1977,1,"Business, System",1,Active,AI_Verified,1,1,0,0,0,2,1,42,1764,42,0,Center,0,1
Григорій Мамка,2,"NAZK (National Agency on Corruption Prevention) identified inaccuracies in his 2020 asset declaration totaling over 1.1 million UAH, providing official grounds for a violation protocol.",Opposition Platform — For Life,Law Enforcement,0,1,Poltava,0,1,1974,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,45,2025,0,0,Center,0,0
Віктор Чорний,1,Multiple recorded instances of 'button-pushing' (non-personal voting) caught by Chesno; extensive media investigations regarding his involvement with Viktor Medvedchuk's 'Storm' security agency.,Opposition Platform — For Life,Anti-Corruption,0,1,Kyiv,1,1,1968,1,"System, Business",1,Active,AI_Verified,1,1,0,0,0,2,1,51,2601,0,0,Center,0,1
Руслан Князевич,0,"No records of criminal proceedings, official suspicions from NABU/SAP, or major media investigations regarding unexplained enrichment or conflict of interest in the current convocation.",European Solidarity,Legal Policy,1,0,Ivano-Frankivsk,1,1,1974,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,45,2025,45,0,West,0,0
Святослав Вакарчук,0,"No records of corruption investigations, NABU/SAP proceedings, or documented illicit enrichment found during his tenure.",Holos,Foreign,1,0,Lviv,1,1,1975,0,"Media, Outsider",1,Terminated,AI_Verified,0,0,0,1,0,2,1,44,1936,44,0,West,0,0
Ярослав Железняк,0,"No recorded NABU/SAP investigations, VAKS criminal proceedings, or credible media investigations concerning personal enrichment or corruption.",Holos,Finance,0,0,Donetsk,1,1,1989,1,"Civil Society, System",1,Active,AI_Verified,1,0,1,0,0,2,1,30,900,0,0,East,1,0
Максим Саврасов,1,Reported by Chesno for involvement in land scandals during his tenure in the Kyiv City Council (Chernovetskyi Bloc era) and faced media scrutiny regarding asset declarations.,European Solidarity,State Power,1,0,Kyiv,1,1,1980,0,"System, Business",1,Active,AI_Verified,1,1,0,0,0,2,1,39,1521,39,0,Center,0,1
Олег Макаров,0,"No criminal records, VAKS investigations, or corruption pidozras are associated with him. He was a professional lawyer with a clean reputation in the Bar and parliament.",Holos,Legal Policy,0,0,Kyiv,1,1,1965,1,Business,1,Deceased,AI_Verified,0,1,0,0,0,1,0,54,2916,0,0,Center,0,1
Соломія Бобровська,0,"No significant corruption investigations, criminal records (VAKS), or official NAZK protocols have been reported regarding enrichment or conflict of interest.",Holos,Defense,0,0,Rivne,1,0,1989,0,"Civil Society, System",1,Active,AI_Verified,1,0,1,0,0,2,1,30,900,0,0,Other,0,0
Володимир Цабаль,0,"No significant corruption scandals, NABU/SAP criminal proceedings, or NAZK protocols identified; maintains a reputation as a technocratic reformer.",Holos,Budget,0,0,Kyiv,0,1,1985,1,Business,1,Active,AI_Verified,0,1,0,0,0,1,0,34,1156,0,0,Center,0,1
Ольга Стефанишина,0,"No records of criminal cases (VAKS), NABU pidozra, or documented corruption scandals; she has a background as an anti-corruption and healthcare activist.",Holos,Social,0,0,Kyiv,1,0,1983,0,Civil Society,1,Active,AI_Verified,0,0,1,0,0,1,0,36,1296,0,0,Center,0,1
Олександра Устінова,0,"Ustinova has a background as a prominent anti-corruption activist with the Anti-Corruption Action Centre (ANTAC). No evidence of criminal convictions, NABU/SAP charges, or significant enrichment scandals was identified.",Holos,Law Enforcement,0,0,Vinnytsia,1,0,1985,1,Civil Society,1,Active,AI_Verified,0,0,1,0,0,1,0,34,1156,0,0,Center,0,0
Андрій Осадчук,0,"There are no records of criminal proceedings, NABU suspicions, or significant corruption-related investigations by media outlets such as Bihus.info or Schemes.",Holos,Law Enforcement,0,0,Kyiv,1,1,1971,1,"Business, Civil Society",1,Active,AI_Verified,0,1,1,0,0,2,1,48,2304,0,0,Center,0,1
Інна Совсун,0,"No records of criminal cases, NABU investigations, or significant media-led corruption scandals found.",Holos,Energy,0,0,Kharkiv,1,0,1984,1,"Civil Society, System",1,Active,AI_Verified,1,0,1,0,0,2,1,35,1225,0,0,East,0,0
Рустем Умєров,0,"No documented corruption investigations, NABU suspicions, or criminal proceedings were linked to him during his tenure as an MP.",Holos,Humanitarian,0,0,Kyiv,0,1,1982,1,"Business, Civil Society",1,Terminated,AI_Verified,0,1,1,0,0,2,1,37,1369,0,0,Center,0,1
Леся Василенко,0,"No evidence of criminal verdicts, NAZK protocols, or documented corruption scandals in investigative media such as Bihus.info or Schemes.",Holos,Eco,0,0,Kyiv,1,0,1987,1,Civil Society,1,Active,AI_Verified,0,0,1,0,0,1,0,32,1024,0,0,Center,0,1
Володимир В'ятрович,0,"No records of criminal corruption verdicts, NABU suspicions (pidozra), or major media investigations into illegal enrichment. Legal disputes related to his tenure at the UINR were primarily political-administrative rather than corruption-based.",European Solidarity,Humanitarian,0,0,Lviv,1,1,1977,0,Civil Society,1,Active,AI_Verified,0,0,1,0,0,1,0,42,1764,0,0,West,0,0
Роман Лозинський,0,"No records of NABU/SAP investigations, VAKS cases, or credible high-profile corruption scandals regarding illicit enrichment or official misconduct were identified.",Holos,State Power,0,0,Lviv,1,1,1994,1,"Civil Society, Military",1,Active,AI_Verified,0,0,1,0,1,2,1,25,625,0,0,West,0,0
Сергій Рудик,2,Became the first MP in Ukraine to be officially notified of suspicion (pidozra) for non-personal voting (button-pushing) after it was criminalized; additionally faced NABU investigations regarding asset declaration discrepancies.,Self-nominated,Agrarian,1,0,Chernivtsi,1,1,1970,1,System,0,Active,AI_Verified,1,0,0,0,0,1,0,49,2401,49,0,West,0,0
Сергій Євтушок,0,"No active criminal investigations, official corruption suspicions from NABU/SAP, or prominent media investigations into enrichment in the 9th convocation.",Batkivshchyna,Transport,1,0,Rivne,0,1,1973,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,46,2116,46,0,Other,0,0
Андрій Шараськін,0,"No record of corruption-related criminal proceedings, NABU suspicions, or significant enrichment scandals reported by monitoring organizations like CHESNO or Bihus.info.",Holos,Defense,0,0,Ternopil,1,1,1977,0,"Military, Civil Society",1,Active,AI_Verified,0,0,1,0,1,2,1,42,1764,0,0,West,0,0
Василь Вірастюк,0,No confirmed criminal proceedings by VAKS/NABU or high-profile media investigations into illegal enrichment found.,Servant of the People,Social,0,0,Ivano-Frankivsk,1,1,1974,0,Outsider,0,Active,AI_Verified,0,0,0,0,0,1,0,45,2025,0,0,West,0,0
Тетяна Скрипка,0,"No records of criminal proceedings (VAKS), NABU pidozras, or major investigative reports on personal enrichment were found in public databases or watchdog monitoring.",Servant of the People,Humanitarian,0,0,Sumy,1,0,1981,1,System,0,Active,AI_Verified,1,0,0,0,0,1,0,38,1444,0,0,North,0,0
Анатолій Гунько,3,"In August 2023, he was caught red-handed by NABU and SAP receiving an $85,000 bribe for illegal land allocation. A criminal case was opened and he was sent to SIZO before posting bail. Case handled by VAKS.",Servant of the People,Legal Policy,0,1,Kyiv,0,1,1976,1,Business,0,Active,AI_Verified,0,1,0,0,0,1,0,43,1849,0,0,Center,0,1
Сергій Козир,1,"Media investigations (e.g., Nashi Groshi, Chesno) highlighted potential irregularities and favoritism in infrastructure tenders during his tenure as Kherson Governor, though no criminal convictions are recorded.",Servant of the People,Eco,0,0,Donetsk,1,1,1984,0,"Business, System",0,Active,AI_Verified,1,1,0,0,0,2,1,35,1225,0,0,East,1,0
Ірина Никорак,0,"No documented corruption investigations by NABU/SAP, VAKS cases, or major integrity-related scandals in investigative media (Bihus, Schemes) were identified.",European Solidarity,Transport,0,0,Kyiv,0,0,1987,1,"System, Civil Society",1,Active,AI_Verified,1,0,1,0,0,2,1,32,1024,0,0,Center,0,1
Віталій Войцехівський,0,"No record of VAKS criminal cases, NABU suspicions, or significant media investigations into illicit enrichment or corruption since his election in 2021.",Servant of the People,State Power,0,0,Cherkasy,0,1,1967,1,"System, Business",0,Active,AI_Verified,1,1,0,0,0,2,1,52,2704,0,0,Center,0,0
Кіра Рудик,2,"NAZK issued protocols regarding violations in the financial reports of the 'Holos' party under her leadership, which resulted in the temporary suspension of state funding for the party in 2021.",Holos,State Power,0,0,Kyiv,1,0,1985,1,Business,1,Active,AI_Verified,0,1,0,0,0,1,0,34,1156,0,0,Center,0,1
Богдан Лукашук,0,"No major corruption investigations, NABU suspicions, or VAKS criminal proceedings were identified for Bohdan Lukashuk during the 9th convocation.",Batkivshchyna,Finance,1,0,Khmelnytskyi,1,1,1982,1,"Business, System",1,Active,AI_Verified,1,1,0,0,0,2,1,37,1369,37,0,Other,0,0
Михайло Соколов,0,"No active criminal cases (VAKS), NABU pidozras, or major integrity-based media investigations specifically targeting his conduct during the 9th convocation since he entered in late 2023.",Batkivshchyna,Agrarian,1,0,Dnipro,1,1,1967,0,"Business, System",1,Active,AI_Verified,1,1,0,0,0,2,1,52,2704,52,0,East,0,0
Таміла Ташева,0,"No public records of corruption, criminal investigations, or illicit enrichment found in databases like NABU, SAP, or investigative media like Bihus.info.",Holos,Humanitarian,0,0,Crimea,1,0,1985,1,Civil Society,1,Terminated,AI_Verified,0,0,1,0,0,1,0,34,1156,0,0,South,1,0
Олександр Лукашев,1,"Reported by Chesno for political corruption (vote-buying/hrechkosii) and involved in the 2020 Constitutional Court crisis regarding asset declarations, but no criminal conviction or VAKS case.",Opposition Platform — For Life,Legal Policy,0,1,Luhansk,0,1,1976,1,System,0,Active,AI_Verified,1,0,0,0,0,1,0,43,1849,0,0,East,1,0
Сергій Дунаєв,2,"In 2019, NABU and SAP issued a notice of suspicion (pidozra) regarding the deliberate failure to declare 10 companies belonging to him and his family. He has also faced previous investigations related to illegal business activities and immunity stripping attempts.",Opposition Platform — For Life,Legal Policy,1,1,Luhansk,0,1,1968,1,"Business, System",1,Active,AI_Verified,1,1,0,0,0,2,1,51,2601,51,0,East,1,0
Сергій Ларін,3,"In 2023, he became the first MP to be convicted by the High Anti-Corruption Court (VAKS) for non-personal voting (button-pushing), which is a criminal offense under Article 364-2 of the Criminal Code.",Opposition Platform — For Life,State Power,1,1,Donetsk,0,1,1962,0,System,1,Active,AI_Verified,1,0,0,0,0,1,0,57,3249,57,0,East,1,0
Валентина Короленко-Усова,0,"No records found of criminal verdicts, NABU/SAP investigations, or significant media-led corruption scandals since entering parliament in 2022.",Servant of the People,Legal Policy,0,0,Dnipro,0,0,1982,1,System,1,Active,AI_Verified,1,0,0,0,0,1,0,37,1369,0,0,East,0,0
